Rank,NombreJuego,Consola,AnnoPublicacion,Genero,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
2656,Banjo-Kazooie: Nuts & Bolts,X360,2008.0,Platform,Microsoft Game Studios,0.32,0.36,0.0,0.09,0.78
2675,Conker's Bad Fur Day,N64,2001.0,Platform,THQ,0.53,0.22,0.0,0.02,0.77
2682,Maximo: Ghosts to Glory,PS2,2001.0,Platform,Capcom,0.38,0.29,0.0,0.1,0.77
2684,Donkey Kong Country 3,GBA,2005.0,Platform,Nintendo,0.45,0.17,0.14,0.01,0.77
2688,Sonic Unleashed,PS2,2008.0,Platform,Sega,0.37,0.04,0.0,0.36,0.76
2733,Wall-E,PS2,2008.0,Platform,THQ,0.21,0.0,0.0,0.54,0.75
2736,Mega Man X5,PS,2000.0,Platform,Capcom,0.3,0.21,0.2,0.05,0.75
2760,LittleBigPlanet 3,PS3,2014.0,Platform,Sony Computer Entertainment,0.2,0.43,0.01,0.11,0.75
2798,Classic NES Series: Donkey Kong,GBA,2004.0,Platform,Nintendo,0.4,0.15,0.17,0.01,0.73
2804,Kirby: Canvas Curse,DS,2005.0,Platform,Nintendo,0.37,0.0,0.32,0.04,0.73
2805,Croc 2,PS,1999.0,Platform,Fox Interactive,0.41,0.28,0.0,0.05,0.73
2807,Oddworld: Munch's Oddysee,XB,2001.0,Platform,Atari,0.54,0.16,0.0,0.03,0.73
2827,Rabbids Go Home,DS,2009.0,Platform,Ubisoft,0.35,0.3,0.0,0.07,0.72
2845,Kangaroo,2600,1982.0,Platform,Atari,0.67,0.04,0.0,0.01,0.72
2881,Spyro: Enter the Dragonfly,GC,2002.0,Platform,Universal Interactive,0.55,0.14,0.0,0.02,0.71
2928,Ape Escape: On the Loose,PSP,2005.0,Platform,Sony Computer Entertainment,0.52,0.01,0.12,0.05,0.7
2941,Disney's Chicken Little,GBA,2005.0,Platform,Disney Interactive Studios,0.5,0.18,0.0,0.01,0.7
2957,Mappy,NES,1984.0,Platform,Namco Bandai Games,0.0,0.0,0.69,0.0,0.69
2961,The Sly Collection,PS3,2010.0,Platform,Sony Computer Entertainment,0.52,0.09,0.01,0.07,0.69
2970,Frozen: Olaf's Quest,DS,2013.0,Platform,Disney Interactive Studios,0.28,0.35,0.0,0.06,0.69
2982,Spider-Man 3,PS3,2007.0,Platform,Activision,0.26,0.29,0.02,0.12,0.68
2985,Rayman Legends,WiiU,2013.0,Platform,Ubisoft,0.26,0.33,0.03,0.06,0.68
3043,The Fairly Odd Parents: Breakin Da Rules,PS2,2003.0,Platform,THQ,0.33,0.25,0.0,0.09,0.67
3067,Madagascar,GC,2005.0,Platform,Activision,0.52,0.13,0.0,0.02,0.66
3071,Rayman Legends,PS3,2013.0,Platform,Ubisoft,0.14,0.38,0.0,0.14,0.66
3077,Wario: Master of Disguise,DS,2007.0,Platform,Nintendo,0.28,0.02,0.33,0.03,0.66
3087,Disney's Kim Possible 2: Drakken's Demise,GBA,2004.0,Platform,Disney Interactive Studios,0.47,0.17,0.0,0.01,0.66
3104,Disney's Chicken Little,PS2,2005.0,Platform,Disney Interactive Studios,0.32,0.25,0.0,0.08,0.65
3105,Wall-E,PSP,2008.0,Platform,THQ,0.29,0.22,0.0,0.14,0.65
3106,Yoshi Topsy-Turvy,GBA,2004.0,Platform,Nintendo,0.25,0.09,0.3,0.01,0.65
3137,Crash Bandicoot Purple: Ripto's Rampage,GBA,2004.0,Platform,Vivendi Games,0.46,0.17,0.0,0.01,0.64
3139,Spyro: A Hero's Tail,PS2,2004.0,Platform,Vivendi Games,0.32,0.25,0.0,0.08,0.64
3142,Crash: Twinsanity,PS2,2004.0,Platform,Vivendi Games,0.32,0.25,0.0,0.08,0.64
3150,Rayman 3D,3DS,2011.0,Platform,Ubisoft,0.23,0.35,0.0,0.06,0.64
3153,X2: Wolverine's Revenge,PS2,2003.0,Platform,Activision,0.31,0.24,0.0,0.08,0.64
3159,Castlevania,N64,1999.0,Platform,Konami Digital Entertainment,0.44,0.1,0.04,0.05,0.64
3160,Rayman 2: The Great Escape,N64,1999.0,Platform,Ubisoft,0.4,0.22,0.0,0.02,0.64
3166,The Princess and the Frog,DS,2009.0,Platform,Disney Interactive Studios,0.41,0.17,0.0,0.06,0.64
3182,Lemony Snicket's A Series of Unfortunate Events,PS2,2004.0,Platform,Activision,0.31,0.24,0.0,0.08,0.64
3205,A Bug's Life,N64,1998.0,Platform,Activision,0.49,0.13,0.0,0.01,0.63
3206,Super Castlevania IV,SNES,1991.0,Platform,Konami Digital Entertainment,0.32,0.05,0.25,0.01,0.63
3215,Ape Escape 2,PS2,2002.0,Platform,Sony Computer Entertainment,0.12,0.09,0.38,0.03,0.63
3236,Buzz Lightyear of Star Command,PS,2000.0,Platform,Activision,0.35,0.24,0.0,0.04,0.63
3255,Tak 2: The Staff of Dreams,PS2,2004.0,Platform,THQ,0.3,0.24,0.0,0.08,0.62
3263,Disney's 102 Dalmatians: Puppies to the Rescue,PS,2000.0,Platform,Eidos Interactive,0.34,0.23,0.0,0.04,0.62
3278,Wall-E,X360,2008.0,Platform,THQ,0.29,0.26,0.0,0.07,0.62
3296,Dora the Explorer: Super Spies,GBA,2004.0,Platform,Gotham Games,0.44,0.16,0.0,0.01,0.61
3306,New Play Control! Donkey Kong Jungle Beat,Wii,2008.0,Platform,Nintendo,0.24,0.17,0.14,0.05,0.61
3307,Small Soldiers,PS,1998.0,Platform,Electronic Arts,0.34,0.23,0.0,0.04,0.61
3313,Jak and Daxter: The Lost Frontier,PSP,2009.0,Platform,Sony Computer Entertainment,0.18,0.27,0.0,0.15,0.61
3339,Shadow The Hedgehog,PS2,2005.0,Platform,Sega,0.5,0.02,0.0,0.08,0.6
3355,Secret Agent Clank,PS2,2009.0,Platform,Sony Computer Entertainment,0.13,0.18,0.0,0.29,0.6
3364,Skylanders SWAP Force,WiiU,2013.0,Platform,Activision,0.4,0.15,0.0,0.06,0.6
3386,Rayman Origins,PSV,2012.0,Platform,Ubisoft,0.13,0.35,0.0,0.11,0.59
3409,Crash Bandicoot: The Wrath of Cortex,GC,2002.0,Platform,Universal Interactive,0.46,0.12,0.0,0.02,0.59
3428,Mega Man Anniversary Collection,PS2,2004.0,Platform,Capcom,0.29,0.22,0.0,0.08,0.59
3454,The Legend of Spyro: Dawn of the Dragon,Wii,2008.0,Platform,Vivendi Games,0.35,0.18,0.0,0.05,0.58
3457,Rayman Origins,Wii,2011.0,Platform,Ubisoft,0.23,0.29,0.0,0.07,0.58
3463,Frozen: Olaf's Quest,3DS,2013.0,Platform,Disney Interactive Studios,0.27,0.26,0.0,0.05,0.58
3476,Gex: Enter the Gecko,PS,1998.0,Platform,BMG Interactive Entertainment,0.32,0.22,0.0,0.04,0.58
3502,Ratchet & Clank: Quest for Booty,PS3,2008.0,Platform,Sony Computer Entertainment,0.0,0.53,0.0,0.04,0.58
3509,Spider-Man 3,X360,2007.0,Platform,Activision,0.49,0.04,0.0,0.04,0.57
3542,Dora The Explorer: Dora Saves the Snow Princess,Wii,2008.0,Platform,Take-Two Interactive,0.5,0.03,0.0,0.04,0.57
3547,SpongeBob SquarePants: Battle for Bikini Bottom,XB,2003.0,Platform,THQ,0.45,0.1,0.0,0.02,0.57
3564,Donkey Kong Jungle Climber,DS,2007.0,Platform,Nintendo,0.26,0.04,0.24,0.03,0.56
3573,"Monsters, Inc. Scream Team",PS,2001.0,Platform,Sony Computer Entertainment,0.31,0.21,0.0,0.04,0.56
3593,Mega Man X2,SNES,1993.0,Platform,Laguna,0.09,0.02,0.45,0.0,0.56
3607,Blinx: The Time Sweeper,XB,2002.0,Platform,Microsoft Game Studios,0.39,0.15,0.0,0.02,0.56
3636,Sly Cooper: Thieves in Time,PS3,2013.0,Platform,Sony Computer Entertainment Europe,0.35,0.13,0.0,0.08,0.55
3657,Secret Agent Clank(US sales),PSP,2008.0,Platform,Sony Computer Entertainment,0.33,0.22,0.0,0.0,0.55
3664,Mega Man Zero,GBA,2002.0,Platform,Capcom,0.22,0.08,0.24,0.01,0.55
3670,Shrek 2,XB,2004.0,Platform,Activision,0.4,0.13,0.0,0.02,0.55
3678,Tak and the Power of Juju,GBA,2003.0,Platform,THQ,0.39,0.15,0.0,0.01,0.55
3694,The SpongeBob SquarePants Movie,XB,2004.0,Platform,THQ,0.4,0.12,0.0,0.02,0.54
3708,The Fairly Odd Parents: Breakin' Da Rules,GBA,2003.0,Platform,THQ,0.39,0.14,0.0,0.01,0.54
3746,Over the Hedge,PS2,2006.0,Platform,Activision,0.45,0.02,0.0,0.07,0.54
3750,Popeye,2600,1982.0,Platform,Parker Bros.,0.5,0.03,0.0,0.01,0.54
3752,The Hobbit,PS2,2003.0,Platform,Vivendi Games,0.26,0.2,0.0,0.07,0.54
3776,Gex 3: Deep Cover Gecko,PS,1999.0,Platform,Eidos Interactive,0.3,0.2,0.0,0.03,0.53
3787,Kirby and the Rainbow Curse,WiiU,2015.0,Platform,Nintendo,0.23,0.14,0.12,0.04,0.53
3792,Ty the Tasmanian Tiger 2: Bush Rescue,PS2,2004.0,Platform,Electronic Arts,0.26,0.2,0.0,0.07,0.53
3846,Mega Man 6,NES,1993.0,Platform,Capcom,0.28,0.07,0.16,0.01,0.52
3909,Wrecking Crew,NES,1985.0,Platform,Nintendo,0.0,0.0,0.51,0.0,0.51
3914,SpongeBob SquarePants: Creature from the Krusty Krab,Wii,2006.0,Platform,THQ,0.45,0.02,0.0,0.04,0.51
3918,Disney's Kim Possible: Revenge of Monkey Fist,GBA,2002.0,Platform,THQ,0.37,0.14,0.0,0.01,0.51
3953,Looney Tunes: Back in Action,PS2,2003.0,Platform,Warner Bros. Interactive Entertainment,0.25,0.19,0.0,0.06,0.5
3970,Crash: Mind Over Mutant,PS2,2008.0,Platform,Vivendi Games,0.25,0.19,0.0,0.06,0.5
4007,Rayman Advance,GBA,2001.0,Platform,Ubisoft,0.36,0.13,0.0,0.01,0.5
4016,Nicktoons: Attack of the Toybots,PS2,2007.0,Platform,THQ,0.24,0.19,0.0,0.06,0.5
4034,Sonic Lost World,3DS,2013.0,Platform,Sega,0.24,0.15,0.07,0.03,0.49
4038,SpongeBob SquarePants: Creature from the Krusty Krab,DS,2006.0,Platform,THQ,0.45,0.0,0.0,0.04,0.49
4112,Crash: Mind Over Mutant,X360,2008.0,Platform,Vivendi Games,0.22,0.21,0.0,0.05,0.48
4132,Spider-Man 3,Wii,2007.0,Platform,Activision,0.42,0.02,0.0,0.04,0.48
4164,Castlevania: Dawn of Sorrow,DS,2005.0,Platform,Konami Digital Entertainment,0.37,0.04,0.03,0.04,0.47
4176,Densetsu no Stafi,GBA,2002.0,Platform,Nintendo,0.0,0.0,0.46,0.01,0.47
4185,Spider-Man 3,DS,2007.0,Platform,Activision,0.41,0.02,0.0,0.04,0.47
4188,Bomberman Hero,N64,1998.0,Platform,Nintendo,0.27,0.06,0.08,0.05,0.47
4198,The Princess and the Frog,Wii,2009.0,Platform,Disney Interactive Studios,0.29,0.13,0.0,0.04,0.47
4228,The Legend of Spyro: Dawn of the Dragon,DS,2008.0,Platform,Vivendi Games,0.26,0.15,0.0,0.05,0.46
4239,Disney's Kim Possible 3: Team Possible,GBA,2005.0,Platform,Disney Interactive Studios,0.33,0.12,0.0,0.01,0.46
4244,Crayon Shin-Chan: Arashi o Yobu Enji,SNES,1993.0,Platform,Namco Bandai Games,0.0,0.0,0.46,0.0,0.46
4245,Stuart Little 2,GBA,2002.0,Platform,Activision,0.33,0.12,0.0,0.01,0.46
4248,Tak 2: The Staff of Dreams,GBA,2004.0,Platform,THQ,0.33,0.12,0.0,0.01,0.46
4252,Dora The Explorer: Dora Saves the Snow Princess,DS,2008.0,Platform,Take-Two Interactive,0.27,0.16,0.0,0.04,0.46
4258,Scooby-Doo,GBA,2001.0,Platform,THQ,0.33,0.12,0.0,0.01,0.46
4259,The Legend of Spyro: Dawn of the Dragon,PS3,2008.0,Platform,Vivendi Games,0.19,0.19,0.0,0.08,0.46
4281,Jak and Daxter: The Lost Frontier,PS2,2009.0,Platform,Sony Computer Entertainment,0.22,0.17,0.0,0.06,0.46
4297,Rayman Legends,X360,2013.0,Platform,Ubisoft,0.19,0.23,0.0,0.04,0.46
4313,2 Games in 1: SpongeBob SquarePants: SuperSponge & Rugrats Go Wild,GBA,2005.0,Platform,THQ,0.33,0.12,0.0,0.01,0.45
4322,Crash: Mind Over Mutant,Wii,2008.0,Platform,Vivendi Games,0.36,0.06,0.0,0.03,0.45
4407,Crash: Mind Over Mutant,PSP,2008.0,Platform,Vivendi Games,0.11,0.22,0.0,0.12,0.45
4439,Densetsu no Stafi 2,GBA,2003.0,Platform,Nintendo,0.0,0.0,0.43,0.01,0.44
4469,Wario World,GC,2003.0,Platform,Nintendo,0.34,0.09,0.0,0.01,0.44
4484,Nicktoons: Attack of the Toybots,Wii,2007.0,Platform,THQ,0.4,0.0,0.0,0.03,0.44
4509,NiGHTS into dreams...,SAT,1996.0,Platform,Sega,0.0,0.0,0.43,0.0,0.43
4522,The Powerpuff Girls: Him and Seek,GBA,2002.0,Platform,BAM! Entertainment,0.31,0.11,0.0,0.01,0.43
4523,Mega Man Zero 2,GBA,2003.0,Platform,Capcom,0.18,0.07,0.17,0.01,0.43
4534,Mischief Makers,N64,1997.0,Platform,Nintendo,0.25,0.06,0.07,0.06,0.43
4537,Castlevania: Portrait of Ruin,DS,2006.0,Platform,Konami Digital Entertainment,0.33,0.03,0.04,0.03,0.43
4575,The Legend of Spyro: The Eternal Night,PS2,2007.0,Platform,Vivendi Games,0.21,0.16,0.0,0.05,0.42
4590,Famicom Mini: Super Mario Bros. 2,GBA,2004.0,Platform,Nintendo,0.0,0.0,0.41,0.01,0.42
4591,Crash: Mind Over Mutant,DS,2008.0,Platform,Vivendi Games,0.39,0.0,0.0,0.03,0.42
4608,NiGHTS: Journey of Dreams,Wii,2007.0,Platform,Sega,0.33,0.03,0.04,0.03,0.42
4613,Lemony Snicket's A Series of Unfortunate Events,GBA,2004.0,Platform,Activision,0.3,0.11,0.0,0.01,0.42
4634,Mega Man Anniversary Collection,GC,2004.0,Platform,Capcom,0.32,0.08,0.0,0.01,0.42
4653,Jimmy Neutron: Boy Genius,GBA,2001.0,Platform,THQ,0.3,0.11,0.0,0.01,0.42
4670,Castlevania: The Dracula X Chronicles,PSP,2007.0,Platform,Konami Digital Entertainment,0.22,0.09,0.04,0.07,0.42
4707,Jimmy Neutron: Boy Genius,PS2,2002.0,Platform,THQ,0.2,0.16,0.0,0.05,0.41
4709,Castlevania: Order of Ecclesia,DS,2008.0,Platform,Konami Digital Entertainment,0.31,0.03,0.04,0.03,0.41
4768,"Ed, Edd n Eddy: The Mis-Edventures",PS2,2005.0,Platform,Midway Games,0.34,0.01,0.0,0.06,0.41
4770,Disney's Tarzan Untamed,PS2,2001.0,Platform,Ubisoft,0.2,0.16,0.0,0.05,0.41
4790,Tak and the Power of Juju,GC,2003.0,Platform,THQ,0.31,0.08,0.0,0.01,0.4
4795,Wall-E,PS3,2008.0,Platform,THQ,0.12,0.21,0.0,0.08,0.4
4826,The Legend of Spyro: Dawn of the Dragon,PS2,2008.0,Platform,Vivendi Games,0.12,0.01,0.0,0.27,0.4
4834,Bugs Bunny: Lost in Time,PS,1999.0,Platform,Infogrames,0.22,0.15,0.0,0.03,0.4
4858,Sonic Lost World,WiiU,2013.0,Platform,Sega,0.24,0.12,0.01,0.03,0.4
4865,I-Ninja,PS2,2003.0,Platform,Sony Computer Entertainment,0.19,0.15,0.0,0.05,0.4
4912,LocoRoco,PSP,2006.0,Platform,Sony Computer Entertainment,0.14,0.05,0.16,0.04,0.39
4924,Yoshi Touch & Go,DS,2005.0,Platform,Nintendo,0.34,0.02,0.0,0.03,0.39
4960,Ice Age 2: The Meltdown,PS2,2006.0,Platform,Vivendi Games,0.19,0.15,0.0,0.05,0.39
4985,Wario Land II (GBC),GB,1998.0,Platform,Nintendo,0.0,0.0,0.38,0.0,0.38
5000,The Cat in the Hat,GBA,2005.0,Platform,Jack of All Games,0.27,0.1,0.0,0.01,0.38
5012,Raving Rabbids: Travel in Time 3D,3DS,2011.0,Platform,Ubisoft,0.11,0.23,0.0,0.04,0.38
5037,Dora The Explorer: Dora Saves the Snow Princess,PS2,2008.0,Platform,Take-Two Interactive,0.19,0.15,0.0,0.05,0.38
5074,The Legend of Spyro: A New Beginning,DS,2006.0,Platform,Vivendi Games,0.34,0.01,0.0,0.03,0.38
5092,The Legend of Spyro: The Eternal Night,DS,2007.0,Platform,Vivendi Games,0.32,0.03,0.0,0.03,0.37
5110,"Monsters, Inc. Scream Arena",GC,2002.0,Platform,THQ,0.29,0.07,0.0,0.01,0.37
5138,Bionic Commando,PS3,2009.0,Platform,Capcom,0.12,0.17,0.01,0.07,0.37
5157,Skylanders SWAP Force,PS4,2013.0,Platform,Activision,0.2,0.12,0.0,0.05,0.37
5186,LocoRoco 2,PSP,2008.0,Platform,Sony Computer Entertainment,0.21,0.09,0.01,0.05,0.36
5202,Kirby's Dream Land 3,SNES,1997.0,Platform,Nintendo,0.0,0.0,0.36,0.0,0.36
5236,Disney's The Haunted Mansion,PS2,2003.0,Platform,Take-Two Interactive,0.18,0.14,0.0,0.05,0.36
5254,Ganbare Goemon 3: Shishi Jyuurokubei no Karakuri Manji Katame,SNES,1994.0,Platform,Konami Digital Entertainment,0.0,0.0,0.36,0.0,0.36
5256,Mega Man Zero Collection,DS,2010.0,Platform,Capcom,0.21,0.02,0.11,0.02,0.36
5264,Shrek,XB,2001.0,Platform,TDK Mediactive,0.25,0.1,0.0,0.01,0.36
5305,Mega Man ZX Advent,DS,2007.0,Platform,Capcom,0.23,0.0,0.09,0.02,0.35
5315,The Fairly Odd Parents: Shadow Showdown,PS2,2004.0,Platform,THQ,0.17,0.13,0.0,0.04,0.35
5328,The Tale of Despereaux,PS2,2008.0,Platform,Brash Entertainment,0.17,0.13,0.0,0.04,0.35
5341,Rugrats: Royal Ransom,PS2,2002.0,Platform,THQ,0.17,0.13,0.0,0.04,0.35
5345,Over the Hedge,GC,2006.0,Platform,Activision,0.27,0.07,0.0,0.01,0.35
5356,The Wild Thornberrys Movie,GBA,2002.0,Platform,THQ,0.25,0.09,0.0,0.01,0.34
5363,Classic NES Series: Ice Climber,GBA,2004.0,Platform,Nintendo,0.1,0.04,0.2,0.01,0.34
5377,The Fairly Odd Parents: Shadow Showdown,GBA,2004.0,Platform,THQ,0.25,0.09,0.0,0.01,0.34
5411,Rayman Legends,XOne,2014.0,Platform,Ubisoft,0.13,0.18,0.0,0.03,0.34
5452,Banjo-Kazooie: Grunty's Revenge,GBA,2003.0,Platform,THQ,0.24,0.09,0.0,0.01,0.33
5475,Klonoa 2: Lunatea's Veil,PS2,2001.0,Platform,Sony Computer Entertainment,0.12,0.1,0.08,0.03,0.33
5485,Tak 2: The Staff of Dreams,GC,2004.0,Platform,THQ,0.26,0.07,0.0,0.01,0.33
5493,Little Deviants,PSV,2011.0,Platform,Sony Computer Entertainment,0.15,0.13,0.0,0.05,0.33
5503,Classic NES Series: Castlevania,GBA,2004.0,Platform,Nintendo,0.17,0.06,0.09,0.01,0.33
5514,Pitfall 3D: Beyond the Jungle,PS,1998.0,Platform,Activision,0.18,0.12,0.0,0.02,0.33
5531,SpongeBob SquarePants: Creature from the Krusty Krab,GC,2006.0,Platform,THQ,0.25,0.07,0.0,0.01,0.33
5536,Spy Kids 3-D: Game Over,GBA,2003.0,Platform,Disney Interactive Studios,0.24,0.09,0.0,0.01,0.33
5544,Despicable Me: The Game,Wii,2010.0,Platform,D3Publisher,0.19,0.12,0.0,0.03,0.33
5606,Ben 10 Ultimate Alien: Cosmic Destruction,DS,2010.0,Platform,D3Publisher,0.22,0.08,0.0,0.03,0.32
5610,The Legend of Spyro: Dawn of the Dragon,X360,2008.0,Platform,Vivendi Games,0.16,0.13,0.0,0.03,0.32
5633,Rayman 2: The Great Escape,PS,2000.0,Platform,Ubisoft,0.18,0.12,0.0,0.02,0.32
5641,Frogger's Adventures: The Rescue,PS2,2003.0,Platform,Konami Digital Entertainment,0.16,0.12,0.0,0.04,0.32
5652,SpongeBob SquarePants: Double Pack,GBA,2005.0,Platform,THQ,0.23,0.08,0.0,0.01,0.32
5663,Mirror's Edge Catalyst,PS4,2016.0,Platform,Electronic Arts,0.1,0.14,0.02,0.06,0.32
5697,Heart of Darkness,PS,1998.0,Platform,Ocean,0.18,0.12,0.0,0.02,0.32
5716,Ganbare Goemon: KiraKira Douchuu - Boku ga Dancer ni Natta Riyuu,SNES,1995.0,Platform,Konami Digital Entertainment,0.0,0.0,0.31,0.0,0.31
5729,Shrek: Forever After,DS,2010.0,Platform,Activision,0.19,0.1,0.0,0.03,0.31
5752,Mega Man Maverick Hunter X,PSP,2005.0,Platform,Capcom,0.27,0.01,0.0,0.03,0.31
5756,Goemon's Great Adventure,N64,1998.0,Platform,Konami Digital Entertainment,0.06,0.02,0.13,0.1,0.31
5777,Madagascar,DS,2005.0,Platform,Activision,0.25,0.04,0.0,0.03,0.31
5801,Ganbare Goemon 2: Kiteretsu Shougun Magginesu,SNES,1993.0,Platform,Konami Digital Entertainment,0.0,0.0,0.31,0.0,0.31
5804,40 Winks,PS,1999.0,Platform,GT Interactive,0.17,0.12,0.0,0.02,0.31
5809,Skylanders SWAP Force,XOne,2013.0,Platform,Activision,0.22,0.06,0.0,0.02,0.31
5816,Disney's The Emperor's New Groove,PS,2000.0,Platform,Sony Computer Entertainment,0.17,0.12,0.0,0.02,0.31
5835,Spyro: Attack of the Rhynocs,GBA,2003.0,Platform,Universal Interactive,0.22,0.08,0.0,0.01,0.3
5844,Jumping Flash!,PS,1995.0,Platform,Sony Computer Entertainment,0.05,0.03,0.21,0.02,0.3
5848,Lizzie McGuire 3: Homecoming Havoc,GBA,2005.0,Platform,Disney Interactive Studios,0.22,0.08,0.0,0.01,0.3
5853,Shrek: Forever After,Wii,2010.0,Platform,Activision,0.19,0.09,0.0,0.03,0.3
5862,Spider-Man 3,PSP,2007.0,Platform,Activision,0.01,0.23,0.0,0.06,0.3
5896,Rayman 2: Revolution,PS2,2000.0,Platform,Ubisoft,0.15,0.11,0.0,0.04,0.3
5934,Mega Man ZX,DS,2006.0,Platform,Capcom,0.18,0.0,0.1,0.02,0.3
5939,Spirit: Stallion of the Cimarron,GBA,2002.0,Platform,THQ,0.21,0.08,0.0,0.01,0.3
5956,Scooby-Doo! Night of 100 Frights,GC,2002.0,Platform,THQ,0.23,0.06,0.0,0.01,0.3
5963,Tom and Jerry Tales,DS,2006.0,Platform,Warner Bros. Interactive Entertainment,0.21,0.06,0.0,0.02,0.29
6001,Ratchet & Clank: Size Matters,PS2,2008.0,Platform,Sony Computer Entertainment,0.13,0.1,0.03,0.03,0.29
6002,Ben 10 Ultimate Alien: Cosmic Destruction,Wii,2010.0,Platform,D3Publisher,0.17,0.1,0.0,0.02,0.29
6018,Mega Man X8,PS2,2004.0,Platform,Capcom,0.14,0.11,0.0,0.04,0.29
6079,Rayman 3: Hoodlum Havoc,PS2,2003.0,Platform,Ubisoft,0.14,0.11,0.0,0.04,0.29
6083,Tomba! 2: The Evil Swine Return,PS,1999.0,Platform,Sony Computer Entertainment,0.16,0.11,0.0,0.02,0.29
6094,Spyro: A Hero's Tail,GC,2004.0,Platform,Vivendi Games,0.22,0.06,0.0,0.01,0.29
6102,Earthworm Jim,GBA,2001.0,Platform,Interplay,0.2,0.08,0.0,0.01,0.29
6121,Tigger's Honey Hunt,PS,2000.0,Platform,Ubisoft,0.16,0.11,0.0,0.02,0.28
6157,Mega Man: Dr. Wily's Revenge,GB,1991.0,Platform,Nintendo,0.0,0.0,0.28,0.0,0.28
6161,Sly Cooper: Thieves in Time,PSV,2013.0,Platform,Sony Computer Entertainment Europe,0.16,0.06,0.0,0.05,0.28
6166,Mega Man II,GB,1991.0,Platform,Nintendo,0.0,0.0,0.28,0.0,0.28
6169,Rocket Power: Beach Bandits,GBA,2002.0,Platform,THQ,0.2,0.07,0.0,0.01,0.28
6178,Mission: Impossible - Operation Surma,PS2,2003.0,Platform,Atari,0.14,0.11,0.0,0.04,0.28
6181,Pitfall: The Mayan Adventure,GBA,2001.0,Platform,Interplay,0.2,0.07,0.0,0.01,0.28
